"case_number","case_name","passage","case_question_id","question","option_a","option_b","option_c","option_d","correct_answer","explanation"
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-01","The doctrine underlying Section 106 of the Evidence Act operates on which of the following principles?","Reverse onus of proof is constitutionally permitted in all criminal cases.","The burden of proof lies on whoever asserts the affirmative, regardless of circumstance.","Exclusive knowledge creates an evidentiary duty to explain, once a prima facie case exists.","The accused must disprove guilt beyond reasonable doubt.","(C)","Section 106 creates a limited evidentiary burden where facts are within the exclusive knowledge of the accused, but only after the prosecution establishes a prima facie chain of guilt."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-02","Which of the following statements correctly reflects the ratio of Anees v. State Govt. of NCT (2024)?","Section 106 can be invoked by the prosecution to compensate for lack of evidence.","Circumstantial evidence combined with failure to explain facts under Section 106 can sustain conviction.","Section 106 requires the accused to prove innocence beyond reasonable doubt.","The burden of proof entirely shifts to the accused in all domestic offences.","(B)","The Court held that circumstantial evidence forming a complete chain, along with failure to explain incriminating circumstances, can justify conviction under Section 106."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-03","The Supreme Court in Anees (2024) reiterated the distinction between “legal burden” and “evidentiary burden”. Which statement best describes it?","The legal burden is static, but the evidentiary burden may shift during trial.","Both burdens rest permanently on the prosecution.","The evidentiary burden and legal burden are identical.","The evidentiary burden applies only in civil suits.","(A)","The legal burden (to prove guilt) never shifts from the prosecution, but the evidentiary burden (to explain facts) may temporarily shift to the accused under Section 106."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-04","Which earlier case first enunciated the principle that Section 106 cannot relieve the prosecution of its primary burden of proof?","Trimukh Maroti Kirkan v. State of Maharashtra (2006)","Shambhu Nath Mehra v. State of Ajmer (1956)","State of Rajasthan v. Kashi Ram (2006)","Hanumant Govind Nargundkar v. State of M.P. (1952)","(B)","Shambhu Nath Mehra (1956) is the leading precedent, clarifying that Section 106 does not relieve the prosecution from proving its case beyond reasonable doubt."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-05","Which of the following statements about circumstantial evidence is consistent with the Court’s reasoning in Anees (2024)?","It is weaker than direct evidence and cannot solely support conviction.","It is admissible only when accompanied by motive evidence.","It can sustain conviction if the chain of circumstances excludes every hypothesis except guilt.","It requires corroboration by confession.","(C)","The Court reaffirmed that circumstantial evidence can sustain conviction only when it forms a complete chain, consistent solely with guilt — as in Hanumant (1952) and Trimukh (2006)."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-06","The caution against using Section 106 to fill gaps in investigation is grounded in which constitutional safeguard?","Article 14 – Equality before law","Article 20(3) – Protection against self-incrimination","Article 21 – Right to fair trial and due process","Article 22 – Protection in preventive detention","(C)","The Court linked misuse of Section 106 to Article 21, holding that due process and fair trial prohibit shifting the burden where the prosecution fails to investigate properly."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-07","When a death occurs within the matrimonial home, and the accused offers no plausible explanation, the Court may infer guilt based on—","Presumption under Section 113-A of the Evidence Act","Presumption under Section 114 Illustration (h)","Application of Section 106 and circumstantial consistency with guilt","Presumption under Section 86 IPC","(C)","The Court combined Section 106 with a complete circumstantial chain, inferring guilt when the accused failed to explain a death occurring under his exclusive control."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-08","Which of the following best captures the jurisprudential philosophy behind Section 106 as invoked in Anees (2024)?","It enforces procedural efficiency in prosecution.","It embodies the principle of “negative proof” where direct evidence is impossible.","It reverses the presumption of innocence.","It applies strict liability in criminal cases.","(B)","Section 106 rests on the philosophy of negative proof — it applies where direct evidence is inaccessible, compelling the accused to explain special knowledge."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-09","The Supreme Court’s application of Section 106 in Anees (2024) is most closely aligned with which precedent?","Ganeshlal v. State of Maharashtra (1992)","Rajesh Sharma v. State of UP (2017)","State of MP v. Awadh Kishore Gupta (2004)","S.R. Bommai v. Union of India (1994)","(A)","In Ganeshlal (1992), the Court held that failure to explain a death within the matrimonial home may justify an inference of guilt — the same reasoning adopted in Anees (2024)."
"CQ-24-07","Anees v. The State Govt. of NCT (2024)","In Anees v. The State Govt. of NCT (2024), the Supreme Court examined the scope of Section 106 of the Indian Evidence Act, 1872. The appellant was convicted of murdering his wife within their matrimonial home. The Court reaffirmed that the primary burden of proof always rests on the prosecution, but where the occurrence lies within the exclusive knowledge of the accused, an evidentiary burden may shift under Section 106. However, the Court cautioned that Section 106 cannot substitute a defective investigation — it merely serves as a logical complement when exclusive knowledge exists.","CQ-24-07-10","The ruling in Anees (2024) reinforces which overarching doctrinal balance in criminal law?","Absolute presumption of guilt vs innocence","Statutory rigidity vs judicial flexibility","Burden of proof vs fairness of procedure","Retribution vs deterrence","(C)","The decision preserves balance between prosecution’s burden of proof and accused’s procedural fairness, harmonizing evidentiary flexibility with Article 21 due process."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-01","The primary question before the Supreme Court in Anjum Kadari (2024) concerned—","Whether madarsas can impart religious instruction under Article 28","The constitutionality and legislative competence of the Madarsa Act, 2004","The minority status of Aligarh Muslim University","Whether secularism is part of the basic structure","(B)","The case focused on whether the Madarsa Education Act, 2004 was constitutionally valid and within the State’s legislative competence, rather than on secularism in the abstract."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-02","Which of the following statements best reflects the Supreme Court’s approach to secularism in this case?","Secularism is an enforceable constitutional provision allowing courts to strike down laws.","Secularism is part of the basic structure but cannot be used independently to invalidate legislation.","Secularism prohibits any state regulation of religious institutions.","Secularism bars state recognition of any religiously affiliated institution.","(B)","The Court held that secularism, though part of the basic structure, is not an independent ground to invalidate a statute — invalidation must rest on specific constitutional violations."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-03","Which constitutional doctrine was directly applied to uphold portions of the Madarsa Act while striking down others?","Doctrine of Basic Structure","Doctrine of Pith and Substance","Doctrine of Severability","Doctrine of Colourable Legislation","(C)","Applying the Doctrine of Severability, the Court retained valid provisions of the Madarsa Act and struck down only those overlapping with the UGC Act’s higher-education domain."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-04","The Madarsa Act was enacted under which constitutional entry?","Entry 11, List II – Education","Entry 25, List III – Education (Concurrent List)","Entry 66, List I – Coordination of higher education standards","Entry 97, List I – Residuary power","(B)","Entry 25 of List III empowers both the Union and States to legislate on education, subject to the Union’s exclusive power over higher education under Entry 66 of List I."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-05","The Court found certain provisions of the Madarsa Act unconstitutional because they—","Violated Article 28 by introducing religious education","Regulated degrees already under the UGC’s exclusive domain","Provided minority reservation beyond 50%","Violated equality of opportunity in employment","(B)","The Court invalidated sections allowing the Madarsa Board to grant Fazil and Kamil degrees, holding that such regulation encroached on UGC’s domain under Entry 66 of List I."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-06","The distinction between “religious instruction” and “religious education” drawn by the Court serves primarily to interpret—","Article 14","Article 21A","Article 28","Article 32","(C)","Article 28 prohibits religious instruction in state-funded institutions. The Court clarified that religious education, meaning study about religion, is permissible for cultural and philosophical understanding."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-07","The Court in Anjum Kadari (2024) reaffirmed which interpretive limitation on judicial review of legislation?","A statute can be struck down for violating any part of the Preamble.","Courts can invalidate laws based on undefined basic-structure concepts.","Only specific constitutional violations or legislative incompetence justify striking down a law.","Any policy disagreement can render a law unconstitutional.","(C)","The Court reiterated that judicial review must be anchored in specific constitutional provisions or legislative incompetence, not vague ideals like secularism or morality."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-08","The Court’s reasoning that minority institutions can be regulated to ensure quality education aligns most closely with which earlier precedent?","P.A. Inamdar v. State of Maharashtra (2005)","Kesavananda Bharati v. State of Kerala (1973)","S.R. Bommai v. Union of India (1994)","Minerva Mills Ltd. v. Union of India (1980)","(A)","In P.A. Inamdar (2005), the Court upheld reasonable regulation of minority institutions to maintain educational standards — a principle reaffirmed in Anjum Kadari (2024)."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-09","Which of the following best summarises the relationship between the Madarsa Act and the UGC Act as clarified in the judgment?","Both laws operate in the same field without conflict.","The Madarsa Act prevails over the UGC Act under Article 254.","The UGC Act occupies the field of higher education; Madarsa Act applies to primary and secondary levels.","The UGC Act is subordinate to state laws on religious institutions.","(C)","The Court held that UGC governs higher education, while Madarsa regulation may validly extend only to basic and secondary levels, avoiding legislative overlap."
"CQ-24-08","Anjum Kadari v. Union of India (2024)","In Anjum Kadari v. Union of India (2024), the Supreme Court examined the constitutional validity of the Uttar Pradesh Board of Madarsa Education Act, 2004. The Allahabad High Court had struck down the entire Act for allegedly violating secularism and Articles 14, 21, and 21A, and for conflicting with the UGC Act. The Supreme Court reversed that decision — upholding most of the Act but invalidating provisions that allowed the Madarsa Board to regulate higher-education degrees (Fazil and Kamil). The Court clarified that secularism cannot independently invalidate a statute; a law can only be struck down for specific constitutional violations or lack of legislative competence. The ruling also reaffirmed that reasonable regulation of minority institutions promotes substantive equality, not constitutional infringement.","CQ-24-08-10","The Court’s holding that secularism requires the State to assist minority institutions in achieving educational parity exemplifies—","Substantive equality","Formal equality","Separation of powers","Negative secularism","(A)","The judgment adopted substantive equality, viewing state support as necessary to help minority institutions meet educational standards without losing their identity."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-01","The principal constitutional question in ADR v. ECI (2024) concerned—","Whether the Election Commission should disclose political donations under the RTI Act","Whether the current EVM–VVPAT system satisfies the requirement of free and fair elections","Whether corporate funding violates Article 14","Whether secrecy of voting violates freedom of speech","(B)","The Court examined whether the EVM–VVPAT process meets the constitutional standards of free and fair elections, interpreting Articles 324 and 326."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-02","Which constitutional provision forms the foundation of the Election Commission’s autonomy and supervisory power in this case?","Article 324","Article 325","Article 326","Article 329","(A)","Article 324 vests the Election Commission with the superintendence, direction, and control over elections — ensuring institutional independence."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-03","The petitioners in ADR (2024) primarily demanded—","Abolition of EVMs and return to paper ballots, or 100% VVPAT slip verification","Introduction of proportional representation in Lok Sabha","Mandatory public disclosure of voter IDs","Use of blockchain-based voting","(A)","Petitioners sought either a return to paper ballots or complete VVPAT verification of every vote to ensure transparency."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-04","The Supreme Court refused to mandate 100% VVPAT verification because—","It found evidence of large-scale EVM tampering","It held that voters have no right to verify their vote","It found no empirical basis or feasibility for complete manual verification","The Election Commission opposed the use of VVPATs altogether","(C)","The Court found no evidence of mismatch between EVM results and sample VVPAT audits and held that 100% manual counting would create delays and human errors."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-05","The Court distinguished between absolute certainty and reasonable assurance in the context of electoral integrity. This distinction most closely relates to—","The standard of proof in criminal cases","The test of proportionality and administrative feasibility","The doctrine of severability","The basic structure doctrine","(B)","The Court adopted a proportionality-based standard, balancing voter confidence with administrative feasibility, ruling that elections require reasonable assurance, not perfection."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-06","Which earlier case first mandated the introduction of the VVPAT system to ensure electoral transparency?","Subramanian Swamy v. Election Commission of India (2013)","People’s Union for Civil Liberties v. Union of India (2003)","Kuldip Nayar v. Union of India (2006)","Union of India v. ADR (2002)","(A)","In Subramanian Swamy (2013), the Court directed the implementation of VVPATs to provide verifiable, transparent records of votes."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-07","Which constitutional right was invoked to argue that a voter must be able to verify that her vote has been recorded as intended?","Article 14 – Equality before law","Article 19(1)(a) – Freedom of expression","Article 21 – Right to privacy","Article 25 – Freedom of conscience","(B)","The voter’s right to know and express political preference flows from Article 19(1)(a), forming part of electoral free speech and choice."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-08","Which principle did the Court rely on while upholding the EVM–VVPAT system?","Presumption of regularity of official acts","Presumption of unconstitutionality of new technology","Doctrine of basic structure","Doctrine of colorable legislation","(A)","The Court presumed regularity of official acts, holding that unless tampering is proved, EVMs are presumed reliable and lawfully operated."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-09","The Court’s refusal to return to paper ballots was primarily based on which reasoning?","Paper ballots are inconsistent with constitutional morality","Paper ballots encourage corruption and booth capturing, and are logistically infeasible for India’s electorate","Paper ballots violate the secrecy of vote under Rule 49M","Paper ballots require constitutional amendment","(B)","The Court noted that paper ballots were historically misused, prone to booth capturing and manipulation, and impractical for a vast electorate like India’s."
"CQ-24-09","Association for Democratic Reforms v. Election Commission of India (2024)","In Association for Democratic Reforms v. Election Commission of India (2024), a Division Bench of the Supreme Court (Justices Sanjiv Khanna and Dipankar Datta) examined the constitutional validity of the EVM–VVPAT system. The petitioners sought either a complete return to paper ballots or 100% verification of all VVPAT slips. The Court upheld the EVM–VVPAT mechanism, holding that it meets the constitutional standard of free and fair elections under Articles 324 and 326. It ruled that technological transparency and procedural integrity, rather than absolute manual verification, ensure electoral credibility. The Court also issued new safeguards — sealing of symbol-loading units and allowing limited technical verification on request by candidates.","CQ-24-09-10","What procedural safeguard did the Court introduce to strengthen post-election verification?","Public disclosure of all votes","Symbol-loading units to be sealed with EVMs, and optional technical verification of 5% of EVMs on request","Daily publication of polling data on ECI website","Mandatory 100% VVPAT matching for all constituencies","(B)","The Court directed that symbol-loading units be sealed and preserved for 45 days and that losing candidates may seek 5% random verification within seven days of result declaration."
